X,Y,NDVI,NDBI,NDWI,Albedo,TS,Month
437310,3072630,0.15480735855605693,-0.04131455399061033,-0.061339110201789226,12602.593700787398,42.60983850131339,september
437340,3072630,0.1499279538904899,-0.022911526260133944,-0.064034062447821,12217.834842519684,42.666826447532685,september
437370,3072630,0.11358237961563378,0.028661120703186313,-0.09722770713213806,12284.807283464566,42.97336684039533,september
437400,3072630,0.07633472169632714,0.0696167315811868,-0.1193029490616622,11775.82303149606,43.496583367544076,september
437430,3072630,0.07092409486283548,0.06308943089430895,-0.1078252072065061,11926.63503937008,43.85438349461947,september
437460,3072630,0.07997010463378176,0.04246987951807229,-0.10470609778428859,12786.077952755906,43.873315472701336,september
437490,3072630,0.08207739307535641,0.049269311064718165,-0.11488807724297545,12862.816141732283,43.73936961552522,september
437520,3072630,0.0876419072332144,0.054717672596058975,-0.11873091636542309,13334.991338582677,43.538375299796655,september
437550,3072630,0.08901255968129429,0.046744396528776024,-0.11762935215224589,14053.045472440945,43.32858063690321,september
437580,3072630,0.08444790479103523,0.03634701391119567,-0.11231545505512988,15103.299409448819,43.04775805820668,september
437610,3072630,0.09122019635343619,0.040806765786424046,-0.12365742915296696,15068.836811023622,42.74559926386485,september
437640,3072630,0.11309184733438327,0.03081052693003443,-0.09990965216081915,12971.848622047244,42.47485554857701,september
437670,3072630,0.11539152621554605,0.047505063524212854,-0.10074924278654551,12273.779724409447,42.259428135894325,september
437700,3072630,0.11197306791569087,0.0589911126250271,-0.1072001282873637,12130.66653543307,41.95615789769147,september
437730,3072630,0.09721893957299299,0.04367232026368193,-0.0841925862803579,11321.451968503938,41.60127753726431,september
437760,3072630,0.10248850100247671,0.02817340679904356,-0.06694271911663216,11347.809251968501,41.18611966569341,september
437790,3072630,0.1654735579625951,-0.002288477034649476,-0.07140366172624237,11881.06712598425,40.6584070792012,september
437820,3072630,0.16189262147570485,-0.022266204849084613,-0.049640989274000534,11768.100590551181,40.25798436626491,september
437850,3072630,0.2580180559946605,-0.07974794223173637,-0.04187511580507689,12471.899803149605,39.68042708143031,september
437880,3072630,0.36197731504994074,-0.14630115125954635,-0.02906169410831184,13025.980511811025,39.12788456678015,september
437910,3072630,0.36124393683993256,-0.1403458213256484,-0.0321024868123587,12863.112401574805,39.04458361864795,september
437940,3072630,0.3272968648943051,-0.12255649920829136,-0.031786983400671764,12885.289566929134,39.1852891922361,september
437970,3072630,0.3151995717488039,-0.0966356078781454,-0.057339233593823556,13105.549409448819,39.32581206607654,september
438000,3072630,0.2873529943911706,-0.0880841693173477,-0.039847827147246745,12236.957874015749,39.59180212025069,september
438030,3072630,0.2682429974536195,-0.07452382420020957,-0.037093617224423545,12181.54940944882,39.92801420620043,september
438060,3072630,0.20548546352166758,-0.033710683934899184,-0.05201115810312247,12069.258070866143,40.45746255918664,september
438090,3072630,0.1315651901160562,0.023871084120016837,-0.08402121465885073,12565.3968503937,41.13993796043815,september
438120,3072630,0.08879740268433912,0.017547038748452176,-0.06815421979356405,12826.654724409449,41.91083742758747,september
438150,3072630,0.07404888872982356,0.045362005344191374,-0.07425145037573493,12257.836811023622,42.6393868551375,september
438180,3072630,0.068126877151857,0.015263051259539407,-0.05366361198927528,11950.434251968501,43.17007073946735,september
438210,3072630,0.11500988675175265,-0.003981742255025736,-0.06385924900219923,12186.56811023622,43.46138611811534,september
438240,3072630,0.0885313959522574,0.03564532442455635,-0.09250630203956917,12504.758070866143,43.66358617289342,september
438270,3072630,0.07875313507703333,0.04129915618532081,-0.08148672010058149,12161.424409448819,43.615098411007295,september
438300,3072630,0.0846780274468406,0.05854249157367715,-0.0880930119110533,11755.582874015747,43.38725939149134,september
438330,3072630,0.07820768332073397,0.049928846095618734,-0.08997160364668959,12704.80531496063,43.144900841287665,september
438360,3072630,0.12456890605600772,-0.0030453105293918605,-0.07334428024083196,12720.849606299213,42.91722626512683,september
438390,3072630,0.10614669421487603,5.542105416678821e-4,-0.06337479116391312,13295.009055118107,42.91544427989072,september
438420,3072630,0.08726659367324593,0.02362413967207887,-0.09302169386795621,14313.018897637794,42.998294165425136,september
438450,3072630,0.09191374663072777,0.0347292547804849,-0.09034059184812954,12952.417519685041,43.09711172957901,september
438480,3072630,0.07781597956029399,-0.00799433611610962,-0.023752797631939934,13358.794488188974,43.24596563620628,september
438510,3072630,0.12029851731994849,-0.006228496856092063,-0.06611665831373607,13028.309251968505,43.297583487694055,september
438540,3072630,0.10292157498468965,0.023163805755854763,-0.06924224704601363,12120.538582677165,43.3942214062464,september
438570,3072630,0.07327182778446316,0.0249916492059154,-0.06869535596684456,12670.503149606297,43.56511371872068,september
438600,3072630,0.07354423997983363,0.01790089648612032,-0.07388341067285382,13263.592716535433,43.69361970846262,september
438630,3072630,0.07400135191682493,0.029465662177492073,-0.08038302087537147,13091.749212598426,43.79316053969353,september
438660,3072630,0.07144747287642234,0.025921693630841403,-0.07388129563752106,12794.90964566929,43.853702448530385,september
438690,3072630,0.07104481596422732,0.03018582867502644,-0.07180901295659729,12708.815157480316,43.889960138799665,september
