X,Y,NDVI,NDBI,NDWI,Albedo,TS,Month
437310,3072630,0.17778708179499866,-0.07191353748094777,-0.0674697712051063,11529.42834645669,44.29825234504125,march
437340,3072630,0.17684462611998844,-0.0589634033067063,-0.07337883959044368,10775.331889763778,44.30946330398109,march
437370,3072630,0.16396614268440146,-0.0388890887505846,-0.08865674401405195,10929.580905511812,44.704184333447586,march
437400,3072630,0.1478046778826426,-0.031606122072653516,-0.09981464318813717,10765.095669291339,45.32867589709065,march
437430,3072630,0.1434624943975879,-0.039869571661479176,-0.08964365256124722,10765.532677165354,45.7777050639649,march
437460,3072630,0.1277543275374666,-0.007786275391909195,-0.09947239737485523,11307.379133858267,45.870909111493745,march
437490,3072630,0.10272364842207236,-5.747320734304744e-4,-0.10949442105693383,11521.159645669291,45.7107090717916,march
437520,3072630,0.12079207920792079,0.01896966779008185,-0.12404496179847194,11897.965748031495,45.35984214697396,march
437550,3072630,0.11100629990230099,0.02127912153138448,-0.13006681514476615,12757.475590551181,44.98048729338086,march
437580,3072630,0.09778153258862918,0.024143302180685357,-0.12051664872747474,13576.440157480316,44.203194503873306,march
437610,3072630,0.11529011529011529,0.022176806871219864,-0.14070876557822182,13511.30531496063,43.36854328464278,march
437640,3072630,0.1544940747493163,-0.048549476751887664,-0.08521454420127521,11710.33090551181,42.86909816439078,march
437670,3072630,0.18013993087751834,-0.041589167472658284,-0.07162222112682999,10545.407677165353,42.706497394128746,march
437700,3072630,0.15964027198947137,-0.0023129715997421605,-0.09646017699115045,10258.24527559055,42.495674392365515,march
437730,3072630,0.1352591413455686,-0.00202487706103558,-0.07228055867060862,9673.842716535433,42.249392716301486,march
437760,3072630,0.13748627881448958,-0.0323785803237858,-0.048996066009298525,9779.201968503938,42.07481415586756,march
437790,3072630,0.15885714285714286,-0.02507873556514639,-0.05707716913234706,10183.847637795274,41.72845958478422,march
437820,3072630,0.17188581314878892,-0.030895670040331787,-0.06334164588528678,10343.654724409449,41.6091556537034,march
437850,3072630,0.24229732531619325,-0.07952866563367086,-0.05545132374400667,10708.855511811023,41.322215674152005,march
437880,3072630,0.30013436345314076,-0.10125546822207206,-0.04047658816324258,10673.06811023622,41.04104177391304,march
437910,3072630,0.2985276770501114,-0.09376609994848016,-0.04338936846887778,10375.350590551181,40.94103949290957,march
437940,3072630,0.27785892258785116,-0.08084735293048945,-0.058959156785243744,10510.657677165354,40.93110116684426,march
437970,3072630,0.2833226837060703,-0.07997849076895501,-0.05954915124720266,10572.18622047244,40.90101184721499,march
438000,3072630,0.2792142007664185,-0.13818780373099232,-0.01761935221259522,10167.047440944882,40.981141110975386,march
438030,3072630,0.26731100225076126,-0.08113399344904183,-0.044700435429642284,10300.55531496063,41.18593267206006,march
438060,3072630,0.23017672985579185,-0.05423741244636767,-0.06137108947998542,10572.651771653545,41.55610366384866,march
